slug,url,name,type,tags,cas_no,odour,solvent,synonyms,manufacturer
aldehyde-mandarin-10,https://pellwall.com/products/aldehyde-mandarin-10,Aldehyde Mandarin 10%,liquid,"['aldehydic', 'aroma-chemicals', 'citrus', 'coriander', 'cucumber', 'fatty', 'fresh', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'mandarin', 'melon', 'molecules', 'orange', 'spicy']",['20407-84-5'],"['citrus-mandarin', 'spicy-coriander', 'fatty', 'metallic']",TEC to form a 10% solution of mandarine aldehyde,['-Dodecenal (E)-Dodec-2-en-1-al mandarin aldehyde'],
dimethyl-phenyl-ethyl-carbinyl-acetate,https://pellwall.com/products/dimethyl-phenyl-ethyl-carbinyl-acetate,Dimethyl Phenyl Ethyl Carbinyl Acetate,liquid,"['aroma-chemicals', 'balsamic', 'clean', 'fixatives', 'floral', 'fresh', 'green', 'ingredients-for-perfumery', 'leafy', 'liquids', 'molecules', 'natural', 'petal', 'rich', 'rose', 'spicy']",['103-07-1'],"['fresh', 'balsamic', 'green-leafy', 'spicy', 'floral-fruity', 'sweet', 'mild', 'tenacious']",,"['2-methyl-4-phenyl-2-butyl acetate', 'alpha,aplpha-Dimethyl phenylpropyl alcohol acetate', 'dimethylphenethylcarbinol acetate', 'dimethyl phenethyl carbinyl acetate', 'DPECA', 'narcissus acetate']",IFF
phenoxanol,https://pellwall.com/products/phenoxanol,Phenoxanol,liquid,"['aroma-chemicals', 'floral', 'fresh', 'geranium', 'green', 'hyacinth', 'ingredients-for-perfumery', 'liquids', 'molecules', 'radiant', 'rose', 'sweet']",['55066-48-3'],,,"['3-methyl-5-phenylpentan-1-ol', 'mefrosol', 'rose absolute pentanol']",IFF
alpha-terpeneol,https://pellwall.com/products/alpha-terpeneol,alpha-Terpeneol,solid,"['aroma-chemicals', 'clean', 'floral', 'fresh', 'ingredients-for-perfumery', 'lilac', 'linden-blossom', 'liquids', 'molecules', 'pine', 'solids', 'sweet']",['98-55-5'],,,['alpha-Terpineol'],
celestolide,https://pellwall.com/products/celestolide,Celestolide,solid,"['animalic', 'aroma-chemicals', 'bright', 'clean', 'fixatives', 'fruity', 'ingredients-for-perfumery', 'molecules', 'musk', 'musks', 'powdery', 'radiant', 'solids']",['13171-00-1'],"['musk', 'powdery', 'fruity', 'slightly animalic', 'bright', 'clean']",,"['4-ACETYL-6-tertiary -BUTYL-1,1 -DIMETHYLINDAN']",IFF
tetramethyl-pyrazine,https://pellwall.com/products/tetramethyl-pyrazine,Tetramethyl Pyrazine,liquid,"['aroma-chemicals', 'chocolate', 'cocoa', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'molecules', 'nutty', 'roasted', 'tea']",['1124-11-4'],"['nutty', 'chocolate', 'roasted', 'tea']",TEC to form a 10% solution of Tetramethyl Pyrazine,"['2,3,5,6-Tetramethylpyrazine']",
sandalwood-oil-replacer,https://pellwall.com/products/sandalwood-oil-replacer,Sandalwood Oil Replacer,liquid,"['aroma-chemicals', 'blends-and-bases', 'creamy', 'fixatives', 'ingredients-for-perfumery', 'liquids', 'rich', 'sandalwood', 'warm', 'woody']",[],,,[],Firmenich
petitgrain-citronier,https://pellwall.com/products/petitgrain-citronier,Petitgrain Citronier,liquid,"['bitter', 'citrus', 'essential-oils', 'fixatives', 'floral', 'fresh', 'ingredients-for-perfumery', 'lemon', 'liquids', 'natural-ingredients-for-perfumery', 'out-of-stock', 'rich', 'sharp', 'sweet', 'woody']",['8048-51-9'],,,"['Citrus limon leaf oil', 'Lemon Petitgrain Oil']",
nectarate,https://pellwall.com/products/nectarate,Nectarate,liquid,"['aroma-chemicals', 'balsamic', 'fruity', 'ingredients-for-perfumery', 'juicy', 'liquids', 'molecules', 'nectarine', 'peach', 'ripe', 'woody']",['113889-23-9'],"['fruity-peach', 'ripe-juicy', 'woody-balsamic']",,"['Butanoic acid', '3a,4,5,6,7,7a-hexahydro-4,7-methano-1H-indenyl ester;\xa0cyclobutanate', 'fruity butanate']",IFF
geraldehyde,https://pellwall.com/products/geraldehyde,Geraldehyde,liquid,"['aldehydic', 'aroma-chemicals', 'citrus', 'clean', 'floral', 'fresh', 'geranium', 'green', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'marine', 'molecules', 'radiant']",['762-26-5'],"['fresh-citrus', 'aldehydic', 'ozonic', 'marine', 'floral']",,"['(4Z)-5,9-dimethyldeca-4,8-dienal', '5,9-Dimethyl-4,8-decadienal;\xa0dimethyl decadienal;\xa0marine decadienal']",IFF
cortex-aldehyde,https://pellwall.com/products/cortex-aldehyde,Cortex Aldehyde,solid,"['aldehydic', 'aroma-chemicals', 'floral', 'flower-shop', 'fresh', 'grass', 'green', 'herbal', 'hyacinth', 'ingredients-for-perfumery', 'leather', 'lily-of-the-valley', 'liquids', 'molecules', 'muguet', 'natural', 'outdoors', 'ozone', 'solids', 'stems', 'sweet', 'vegetable', 'wood-sap']",['2120-70-9'],"['fresh', 'floral', 'flower-shop', 'green', 'natural', 'stems', 'aldehydic']",50% Benzyl Alcohol as supplied by IFF,['phenoxyacetaldehyde'],IFF
castoreum-givco-10,https://pellwall.com/products/castoreum-givco-10,Castoreum Givco 10%,liquid,"['animalic', 'aroma-chemicals', 'blends-and-bases', 'castoreum', 'fixatives', 'ingredients-for-perfumery', 'leather', 'liquids', 'sweet', 'tobacco', 'warm']",[],,Ethanol (denat.) to form a 10% solution of Castoreum Givco,[],Givaudan
vertoliff,https://pellwall.com/products/vertoliff,Vertoliff,liquid,"['aldehydic', 'aroma-chemicals', 'citrus', 'fresh', 'green', 'herbal', 'ingredients-for-perfumery', 'lime', 'liquids', 'molecules']","['27939-60-2', '67801-65-4']","['fresh-green', 'herbal', 'aldehydic', 'citrus-lime']",,"['3,6-dimethyl-3-cyclohexenecarboxaldehyde', '3,6-dimethyl-3-cyclohexene carbaldehyde', '3,6-ivy carbaldehyde', 'cortex carboxaldehyde', 'cyclovertal;']",IFF
centifolether,https://pellwall.com/products/centifolether,Centifolether,liquid,"['aroma-chemicals', 'fresh', 'fruity', 'green', 'ingredients-for-perfumery', 'liquids', 'molecules', 'rose', 'rose-leaves']",['120811-92-9'],,,"['Centifol ether', 'Benzene,(3-methoxy-2-methylpropyl)-']",Firmenich
animalis-1745-03-10,https://pellwall.com/products/animalis-1745-03-10,Animalis 1745-03 10%,liquid,"['animalic', 'aroma-chemicals', 'blends-and-bases', 'costus', 'fixatives', 'ingredients-for-perfumery', 'leather', 'liquids', 'natural', 'radiant', 'sweet', 'warm']",[],"['musk', 'animalic', 'leathery', 'costus']",TEC to form a 10% solution of Animalis,[],
verdoracine-10,https://pellwall.com/products/verdoracine-10,Verdoracine 10%,liquid,"['aroma-chemicals', 'asparagus', 'balsamic', 'carrot', 'dry', 'earthy', 'fresh', 'galbanum', 'green', 'herbal', 'ingredients-for-perfumery', 'lavender', 'liquids', 'molecules', 'natural', 'pine', 'rooty', 'sweet', 'tomato-leaf', 'vegetable', 'vetiver', 'woody']",['14374-92-6'],,DPG to form a 10% solution of Verdoracine,"['2-propenyl-para-cymene', '4-iso-propyl-1-methyl-2-propenyl benzene']",Givaudan
pharaone,https://pellwall.com/products/pharaone,Pharaone,liquid,"['aroma-chemicals', 'fixatives', 'floral', 'galbanum', 'grapefruit', 'green', 'herbaceous', 'herbal', 'ingredients-for-perfumery', 'liquids', 'molecules', 'pineapple', 'radiant']",['313973-37-4'],"['green-herbal', 'fruity-pineapple']",DPG to form a 10% solution (this is the form in which it is supplied by Givaudan),"['2-cyclohexyl-1,6-heptadien-3-one,\xa0pineapple heptadienone']",Givaudan
leafy-pyrazine-1-in-tec,https://pellwall.com/products/leafy-pyrazine-1-in-tec,Leafy Pyrazine 1% in TEC,liquid,"['aroma-chemicals', 'grass', 'green', 'high-impact-materials', 'ingredients-for-perfumery', 'leafy', 'liquids', 'molecules', 'natural', 'nutty']",['54410-83-2'],,TEC to form a 1% solution of leafy pyrazine,"['5-Isobutyl-2,3-dimethylpyrazine']",
lavender-oil-40-42,https://pellwall.com/products/lavender-oil-40-42,Lavender oil 40/42,liquid,"['balsamic', 'clean', 'essential-oils', 'floral', 'fresh', 'fruity', 'green', 'herbaceous', 'herbal', 'ingredients-for-perfumery', 'lavender', 'liquids', 'natural-ingredients-for-perfumery', 'spicy', 'sweet', 'woody']",['8000-28-0'],,,"['Lavender oil,\xa0Lavandula officinalis']",
lavender-absolute,https://pellwall.com/products/lavender-absolute,Lavender Absolute,liquid,"['absolutes', 'balsamic', 'clean', 'floral', 'fresh', 'fruity', 'green', 'herbaceous', 'herbal', 'ingredients-for-perfumery', 'lavender', 'liquids', 'natural-ingredients-for-perfumery', 'spicy', 'sweet', 'woody']",['84776-65-8'],,,"['Lavender abs,\xa0Lavandula angustifolia Miller']",
dynascone-10,https://pellwall.com/products/dynascone-10,Dynascone 10%,liquid,"['aroma-chemicals', 'fixatives', 'floral', 'fruity', 'galbanum', 'green', 'hyacinth', 'ingredients-for-perfumery', 'liquids', 'molecules', 'pineapple']",['56973-85-4'],,DPG to give a 10% solution of Dynascone,"['1-(5,5-dimethyl-1-cyclohexenyl)pent-4-en-1-one', 'Galbascone']",Firmenich
civet-synthetic-0-1,https://pellwall.com/products/civet-synthetic-0-1,"Civet, synthetic 0.1%",liquid,"['animalic', 'aroma-chemicals', 'blends-and-bases', 'faecal', 'fixatives', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'warm']",[],"['animalic', 'faecal', 'musk', 'warm']",Ethanol (denat) to form a 0.1% solution of civet synthetic,"['civet', 'civette synthetic']",Firmenich
cis-6-nonenal-1-dpg,https://pellwall.com/products/cis-6-nonenal-1-dpg,cis-6-Nonenal 1% DPG,liquid,"['aroma-chemicals', 'clean', 'cucumber', 'fresh', 'green', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'melon', 'molecules', 'natural', 'radiant', 'refreshing', 'sweet', 'vegetal', 'watermelon', 'watery']",['2277-19-2'],"['fresh', 'sweet', 'green-melon', 'cantaloupe', 'cucumber', 'vegetal']",,"['C6 nonenal', 'cis-6-nonen-1-al', 'melon\xa0aldehyde', '(Z)-non-6-enal']",
aldehyde-limette,https://pellwall.com/products/aldehyde-limette,Aldehyde Limette,liquid,"['aldehydic', 'aroma-chemicals', 'blends-and-bases', 'floral', 'fresh', 'fruity', 'green', 'ingredients-for-perfumery', 'lemon', 'lime', 'liquids', 'natural', 'zesty']",[],,,['Citrus speciality'],Firmenich
delta-octalactone,https://pellwall.com/products/delta-octalactone,delta-Octalactone,liquid,"['aroma-chemicals', 'coconut', 'coumarin', 'creamy', 'fruity', 'ingredients-for-perfumery', 'liquids', 'milky', 'molecules', 'peach', 'rich', 'sweet', 'tropical-fruit']",['698-76-0'],,,"['delta-octalactone', '5-octanolide6-propyloxan-2-one', '5-hydroxyoctanoic acid lactone']",SAFC
elemi-resinoid,https://pellwall.com/products/elemi-resinoid,Elemi resinoid,solid,"['balsam', 'fixatives', 'fresh', 'ingredients-for-perfumery', 'lemon', 'natural-ingredients-for-perfumery', 'peppery', 'resins-etc', 'solids', 'terpenic', 'woody']",['8023-89-0'],,,"['Canarium indicum', 'Canarium commune']",
floralol,https://pellwall.com/products/floralol,Floralol,liquid,"['aroma-chemicals', 'floral', 'fresh', 'gardenia', 'green', 'herbal', 'hyacinth', 'ingredients-for-perfumery', 'lily', 'liquids', 'minty', 'molecules', 'petal']","['67634-16-6', '67634-17-7']",,,"['2,4-dimethyl-3-cyclohexene-1-methanol', 'Agrumenol', 'trivertanol']",IFF
dimethyl-hydroquinone,https://pellwall.com/products/dimethyl-hydroquinone,Dimethyl Hydroquinone,solid,"['aroma-chemicals', 'coumarin', 'fennel', 'fixatives', 'green', 'ingredients-for-perfumery', 'molecules', 'new-mown-hay', 'solids', 'sweet']",['150-78-7'],,,"['1,4-dimethoxybenzene', 'para-dimethyl hydroquinone']",
birch-leaf-givco-166,https://pellwall.com/products/birch-leaf-givco-166,Birch Leaf Givco 166,liquid,"['aroma-chemicals', 'betel-leaf', 'birch', 'birch-leaf', 'blends-and-bases', 'cardamom', 'coriander', 'fresh', 'green', 'green-tea', 'herbaceous', 'ingredients-for-perfumery', 'leaf', 'liquids', 'sauna', 'tea', 'vegetal']",[],,,[],Givaudan
veloutone,https://pellwall.com/products/veloutone,Veloutone,,"['apricot', 'floral', 'fruity', 'jasmine', 'lactonic', 'lavender', 'peach', 'warm']",['65443-14-3'],,,"['2,2,5-trimethyl-5-pentylcyclopentan-1-one', 'fruity cyclopentanone', 'trimethyl pentyl cyclopentanone', 'trimethylpentylcyclopentanone', 'velotonia']",
octyl-acetate,https://pellwall.com/products/octyl-acetate,Octyl Acetate,liquid,"['apple', 'aroma-chemicals', 'earthy', 'floral', 'fruity', 'green', 'herbal', 'ingredients-for-perfumery', 'liquids', 'molecules', 'mushroom', 'pear', 'sweet', 'waxy']",['112-14-1'],,,"['Acetate C8', 'caprylyl acetate;\xa0octanol acetate', 'octanyl acetate', 'octyl acetate;\xa0octyle acetate.']",
mirabelle,https://pellwall.com/products/mirabelle,Mirabelle,liquid,"['aroma-chemicals', 'blends-and-bases', 'citrus', 'floral', 'fresh', 'fruity', 'grapefruit', 'ingredients-for-perfumery', 'juicy', 'lemon', 'lime', 'liquids', 'radiant']",[],,,['Plum speciality'],Firmenich
lyral-replacer,https://pellwall.com/products/lyral-replacer,Lyral Replacer,liquid,"['aroma-chemicals', 'blends-and-bases', 'floral', 'ingredients-for-perfumery', 'lily-of-the-valley', 'liquids', 'mildly-green', 'muguet', 'pell-wall-specialities', 'radiant', 'rich']",[],,,[],Pell Wall
lime-terpenes,https://pellwall.com/products/lime-terpenes,Lime Terpenes,liquid,"['clean', 'fresh', 'ingredients-for-perfumery', 'lime', 'liquids', 'natural-ingredients-for-perfumery', 'natural-isolates', 'sharp']",['68917-71-5'],,,['Citrus aurantifolia'],
lilial-replacer,https://pellwall.com/products/lilial-replacer,Lilial Replacer,liquid,"['aroma-chemicals', 'blends-and-bases', 'floral', 'ingredients-for-perfumery', 'lily-of-the-valley', 'liquids', 'mildly-green', 'muguet', 'pell-wall-specialities', 'radiant']",[],,,[],
isobornyl-acetate,https://pellwall.com/products/isobornyl-acetate,Isobornyl Acetate,liquid,"['aroma-chemicals', 'balsam', 'camphoraceous', 'herbal', 'ingredients-for-perfumery', 'liquids', 'molecules', 'sweet', 'woody']",['125-12-2'],,,"['Acetate Isobornyle;\xa0borneol acetate', 'bornyl ethanoate', 'iso boronyl acetate', 'iso-Bornyl\xa0acetate']",
isoamyl-benzoate,https://pellwall.com/products/isoamyl-benzoate,Isoamyl benzoate,liquid,"['aroma-chemicals', 'boozy', 'fruity', 'green', 'ingredients-for-perfumery', 'liquids', 'mild', 'molecules', 'overripe-fruit', 'smooth', 'sweet', 'tropical', 'waxy']",['94-46-2'],,,['Isopentyl benzoate'],
gelsone,https://pellwall.com/products/gelsone,Gelsone,liquid,"['aroma-chemicals', 'clean', 'ethereal', 'fixatives', 'floral', 'fresh', 'green', 'hedione', 'herbaceous', 'herbal', 'ingredients-for-perfumery', 'jasmine', 'liquids', 'molecules', 'refreshing', 'soft', 'sweet', 'waxy', 'wine']",['29214-60-6'],"['floral-jasmine', 'fresh-green', 'sweet', 'wine']",,"['Ethyl hexyl aceto acetate', 'ethyl 2-acetyloctanoate', 'ethyl 2-hexyl acetoacetate', 'ethyl 2-hexylacetoacetate']",IFF
diethyl-succinate,https://pellwall.com/products/diethyl-succinate,Diethyl succinate,liquid,"['apple', 'aroma-chemicals', 'cocoa', 'ethereal', 'fruity', 'halloween', 'ingredients-for-perfumery', 'liquids', 'molecules', 'pineapple', 'soft', 'stewed-fruit', 'sweet', 'wine', 'wine-like', 'ylang']",['123-25-1'],"['wine', 'fruity-apple', 'stewed fruit', 'ylang']",,"['diethyl butanedioate', 'ethyl succinate']",
cyclohexyl-ethyl-acetate,https://pellwall.com/products/cyclohexyl-ethyl-acetate,Cyclohexyl Ethyl Acetate,liquid,"['aroma-chemicals', 'berry', 'clean', 'fixatives', 'floral', 'fresh', 'fruity', 'green', 'ingredients-for-perfumery', 'liquids', 'minty', 'molecules', 'raspberry', 'refreshing', 'rose', 'sweet']",['21722-83-8'],,,['2-cyclohexylethyl acetate'],IFF
cucumber-aldehyde-1-tec,https://pellwall.com/products/cucumber-aldehyde-1-tec,Cucumber Aldehyde 1% TEC,liquid,"['aroma-chemicals', 'clean', 'cucumber', 'floral', 'fresh', 'green', 'herbaceous', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'molecules', 'oily', 'radiant', 'sweet', 'vegetable', 'violet']",['557-48-2'],"['green-cucumber', 'floral-violet', 'fresh', 'clean']",TEC to form a 1% solution of trans-2-cis-6-nonadienal,"['cucumber aldehyde', 'violet leaf aldehyde']",
cosmone,https://pellwall.com/products/cosmone,Cosmone,liquid,"['ambergris', 'animalic', 'anisic', 'aroma-chemicals', 'cosmetic', 'fixatives', 'ingredients-for-perfumery', 'liquids', 'molecules', 'musk', 'musks', 'nitro-musk', 'powdery', 'radiant', 'rich', 'sweet', 'warm']",['259854-70-1'],"['musk', 'sweet', 'warm', 'rich', 'powdery', 'ambergris', 'animalic']",,['(5E)-3-methylcyclotetradec-5-en-1-one'],Givaudan
civet-synthetic-pure,https://pellwall.com/products/civet-synthetic-pure,"Civet, synthetic: pure",,"['animalic', 'faecal', 'radiant', 'warm']",[],"['animalic', 'faecal', 'musk', 'warm']",,"['civet', 'civette synthetic']",Firmenich
tangerine,https://pellwall.com/products/tangerine,Tangerine,liquid,"['citrus', 'essential-oils', 'floral', 'fresh', 'ingredients-for-perfumery', 'liquids', 'natural-ingredients-for-perfumery', 'orange', 'sharp', 'sweet', 'tangerine']",['93686-22-7'],,,"['Citrus reticulata', 'Citrus tangerina']",Cilione
sulfurol-pure,https://pellwall.com/products/sulfurol-pure,Sulfurol - pure,liquid,"['animalic', 'aroma-chemicals', 'coffee-like', 'cooked', 'creamy', 'hazelnut', 'herbaceous', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'meaty', 'molecules', 'nutty', 'roasted', 'sulphurous', 'sweet', 'vegetable']",['137-00-8'],,,"['4-Methyl-5-Hydroxy Ethyl Thiazole;\xa04-Methyl-5-thiazolylethanol', '4-Methyl-5-thiazoleethanol;\xa04-Methyl-5-thiazole ethanol', 'Sulphurol']",
spirogalbanone-10,https://pellwall.com/products/spirogalbanone-10,Spirogalbanone 10%,liquid,"['aroma-chemicals', 'fixatives', 'fruity', 'galbanum', 'green', 'ingredients-for-perfumery', 'liquids', 'molecules', 'pineapple', 'radiant']",['224031-70-3'],"['green-galbanum', 'fruity-pineapple']",,['1-(spiro[4.5]dec-7-en-7-yl)pent-4-en-1-one'],Givaudan
maple-furanone-0-1,https://pellwall.com/products/maple-furanone-0-1,Maple Furanone 0.1%,liquid,"['aroma-chemicals', 'caramel', 'fruity', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'maple', 'molecules', 'sweet', 'toffee']",['698-10-2'],,,['5-ethyl-3-hydroxy-4-methyl-5H-furan-2-one'],
diphenyl-oxide,https://pellwall.com/products/diphenyl-oxide,Diphenyl oxide,solid,"['aroma-chemicals', 'camphoraceous', 'diffusive', 'floral', 'geranium', 'green', 'green-leaf', 'ingredients-for-perfumery', 'metallic', 'molecules', 'phenolic', 'rose', 'solids']",['101-84-8'],,,"['Diphenyl ether', 'Geranium crystals']",
dimethyl-phenyl-ethyl-carbinol,https://pellwall.com/products/dimethyl-phenyl-ethyl-carbinol,Dimethyl Phenyl Ethyl Carbinol,solid,"['aroma-chemicals', 'clean', 'fixatives', 'floral', 'fresh', 'green', 'ingredients-for-perfumery', 'lily', 'lily-of-the-valley', 'liquids', 'molecules', 'muguet', 'natural', 'ozone', 'petal', 'rose', 'solids', 'violet']",['103-05-9'],,IPM 50%,"['2-methyl-4-phenylbutan-2-ol', '2-Methyl-4-phenyl-2-butanol', 'dimethyl phenylethyl carbinol', 'DPEC', 'muguet carbinol', 'phenyl ethyl dimethyl carbinol']",IFF
dep,https://pellwall.com/products/dep,DEP,liquid,"['fixatives', 'ingredients-for-perfumery', 'liquids', 'near-odourless', 'solvents-amp-additives']",['84-56-2'],,,['Diethyl phthalate'],
citroasis-base,https://pellwall.com/products/citroasis-base,Citroasis Base,liquid,"['aldehydic', 'aroma-chemicals', 'blends-and-bases', 'citrus', 'floral', 'fresh', 'fruity', 'ingredients-for-perfumery', 'juicy', 'lemon', 'liquids', 'natural', 'neroli', 'refreshing']",[],"['fresh', 'citrus', 'fruity-lemon', 'floral-neroli', 'aldehydic']",,['Citrus speciality'],Firmenich
aldehyde-mandarin-1,https://pellwall.com/products/aldehyde-mandarin-1,Aldehyde Mandarin 1%,liquid,"['aldehydic', 'aroma-chemicals', 'citrus', 'coriander', 'cucumber', 'fatty', 'fresh', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'mandarin', 'melon', 'molecules', 'orange', 'spicy']",['20407-84-5'],"['citrus-mandarin', 'spicy-coriander', 'fatty', 'metallic']",TEC to form a 1% solution of mandarine aldehyde,['-Dodec-2-en-1-al mandarin aldehyde'],
strawberry-furanone,https://pellwall.com/products/strawberry-furanone,Strawberry Furanone,solid,"['aroma-chemicals', 'candy-floss-cotton-candy', 'caramel', 'cooked-pineapple', 'halloween', 'high-impact-materials', 'ingredients-for-perfumery', 'molecules', 'solids', 'strawberry', 'sugar', 'sweet']",['3658-77-3'],,,"['2,5-Dimethyl-4-Hydroxy-3(2H)-Furanone', '4-hydroxy-2,5-dimethylfuran-3-one', 'Furaneol', 'Furanone', 'Furonol', 'Walnut Furanone']",
